time, src, dst, flow, packet, rotor_id
17.000, 6, 2, 6->2, 85, 1
17.000, 1, 5, 1->5, 71, 1
17.000, 0, 4, 0->4, 72, 1
17.000, 0, 1, 0->4, 73, 0
17.000, 5, 4, 5->0, 87, 2
17.000, 1, 0, 1->5, 72, 2
17.000, 2, 3, 2->7, 68, 0
17.000, 2, 1, 2->7, 69, 2
17.000, 4, 5, 4->1, 56, 0
17.000, 4, 3, 4->1, 57, 2
17.000, 6, 7, 6->2, 86, 0
17.333, 1, 3, 7->3, 98, 0
17.333, 0, 5, 1->5, 72, 1
17.333, 4, 1, 4->1, 58, 1
17.333, 2, 7, 2->7, 70, 1
17.333, 4, 6, 4->1, 59, 0
17.333, 0, 2, 0->4, 74, 0
17.333, 2, 4, 2->7, 71, 0
17.333, 6, 0, 6->2, 87, 0
17.333, 6, 3, 6->2, 88, 1
17.333, 5, 7, 5->0, 88, 0
17.333, 5, 2, 5->0, 89, 1
17.333, 5, 6, 5->0, 90, 2
17.333, 1, 6, 1->5, 73, 1
17.333, 1, 2, 1->5, 74, 2
17.667, 7, 2, 6->2, 86, 0
17.667, 7, 5, 1->5, 70, 1
17.667, 2, 5, 1->5, 74, 0
17.667, 2, 0, 5->0, 89, 1
17.667, 2, 4, 0->4, 74, 2
17.667, 3, 1, 4->1, 57, 1
17.667, 4, 7, 2->7, 71, 0
17.667, 4, 2, 6->2, 84, 1
17.667, 5, 3, 7->3, 97, 1
17.667, 0, 2, 6->2, 87, 2
17.667, 1, 4, 0->4, 73, 0
17.667, 1, 7, 2->7, 69, 1
17.667, 6, 1, 4->1, 59, 0
17.667, 6, 4, 0->4, 71, 1
17.667, 6, 0, 5->0, 90, 2
17.667, 5, 0, 5->0, 91, 0
17.667, 4, 6, 4->1, 60, 2
17.667, 1, 3, 1->5, 75, 2
17.667, 0, 3, 0->4, 75, 0
17.667, 0, 6, 0->4, 76, 1
18.000, 5, 1, 4->1, 56, 1
18.000, 6, 5, 1->5, 73, 2
18.000, 3, 4, 0->4, 75, 0
18.000, 3, 7, 2->7, 68, 1
18.000, 3, 2, 6->2, 88, 2
18.000, 7, 0, 5->0, 88, 0
18.000, 4, 0, 5->0, 87, 1
18.000, 0, 4, 0->4, 77, 1
18.000, 6, 2, 6->2, 89, 1
18.000, 1, 5, 1->5, 76, 1
18.000, 1, 2, 1->5, 77, 0
18.000, 1, 0, 1->5, 78, 2
18.000, 4, 5, 4->1, 61, 0
18.000, 4, 3, 4->1, 62, 2
18.000, 6, 7, 6->2, 90, 0
18.000, 2, 3, 2->7, 72, 0
18.000, 2, 6, 2->7, 73, 1
18.000, 2, 1, 2->7, 74, 2
18.000, 5, 6, 5->0, 92, 0
18.000, 5, 4, 5->0, 93, 2
18.000, 0, 1, 0->4, 78, 0
18.000, 0, 7, 0->4, 79, 2
18.333, 0, 5, 1->5, 78, 1
18.333, 7, 4, 0->4, 79, 1
18.333, 6, 0, 5->0, 92, 0
18.333, 6, 7, 2->7, 73, 2
18.333, 3, 5, 1->5, 75, 0
18.333, 2, 7, 2->7, 75, 1
18.333, 4, 1, 4->1, 63, 1
18.333, 5, 7, 5->0, 94, 0
18.333, 5, 2, 5->0, 95, 1
18.333, 5, 6, 5->0, 96, 2
18.333, 2, 4, 2->7, 76, 0
18.333, 0, 2, 0->4, 80, 0
18.333, 6, 3, 6->2, 91, 1
18.333, 1, 3, 1->5, 79, 0
18.333, 1, 6, 1->5, 80, 1
18.667, 2, 5, 1->5, 77, 0
18.667, 2, 0, 5->0, 95, 1
18.667, 2, 4, 0->4, 80, 2
18.667, 7, 2, 6->2, 90, 0
18.667, 1, 4, 0->4, 78, 0
18.667, 1, 7, 2->7, 74, 1
18.667, 3, 1, 4->1, 62, 1
18.667, 3, 5, 1->5, 79, 2
18.667, 4, 7, 2->7, 76, 0
18.667, 6, 1, 4->1, 60, 0
18.667, 6, 4, 0->4, 76, 1
18.667, 6, 0, 5->0, 96, 2
18.667, 5, 0, 5->0, 97, 0
18.667, 1, 3, 1->5, 81, 2
18.667, 5, 3, 5->0, 98, 1
18.667, 0, 3, 0->4, 81, 0
18.667, 0, 6, 0->4, 82, 1
18.667, 0, 2, 0->4, 83, 2
18.667, 4, 2, 4->1, 64, 1
18.667, 4, 6, 4->1, 65, 2
19.000, 4, 0, 5->0, 93, 1
19.000, 2, 1, 4->1, 64, 2
19.000, 7, 0, 5->0, 94, 0
19.000, 6, 5, 1->5, 80, 2
19.000, 3, 4, 0->4, 81, 0
19.000, 3, 7, 2->7, 72, 1
19.000, 3, 2, 6->2, 91, 2
19.000, 5, 1, 4->1, 61, 1
19.000, 0, 4, 0->4, 84, 1
19.000, 6, 2, 6->2, 92, 1
19.000, 1, 5, 1->5, 82, 1
19.000, 4, 5, 4->1, 66, 0
19.000, 4, 3, 4->1, 67, 2
19.000, 6, 7, 6->2, 93, 0
19.000, 0, 1, 0->4, 85, 0
19.000, 0, 7, 0->4, 86, 2
19.000, 1, 2, 1->5, 83, 0
19.000, 1, 0, 1->5, 84, 2
19.000, 2, 3, 2->7, 77, 0
19.000, 2, 6, 2->7, 78, 1
19.333, 6, 7, 2->7, 78, 2
19.333, 3, 5, 1->5, 81, 0
19.333, 3, 0, 5->0, 98, 1
19.333, 7, 4, 0->4, 86, 1
19.333, 0, 5, 1->5, 84, 1
19.333, 2, 4, 0->4, 83, 0
19.333, 4, 1, 4->1, 68, 1
19.333, 2, 7, 2->7, 79, 1
19.333, 0, 2, 0->4, 87, 0
19.333, 1, 3, 1->5, 85, 0
19.333, 1, 6, 1->5, 86, 1
19.333, 6, 0, 6->2, 94, 0
19.333, 6, 3, 6->2, 95, 1
19.667, 2, 5, 1->5, 83, 0
19.667, 2, 4, 0->4, 87, 2
19.667, 7, 2, 6->2, 93, 0
19.667, 0, 2, 6->2, 94, 2
19.667, 3, 1, 4->1, 67, 1
19.667, 3, 5, 1->5, 85, 2
19.667, 1, 4, 0->4, 85, 0
19.667, 6, 1, 4->1, 65, 0
19.667, 6, 4, 0->4, 82, 1
19.667, 6, 0, 6->2, 96, 2
19.667, 2, 0, 2->7, 80, 1
19.667, 4, 7, 4->1, 69, 0
19.667, 4, 2, 4->1, 70, 1
19.667, 4, 6, 4->1, 71, 2
19.667, 1, 7, 1->5, 87, 1
19.667, 1, 3, 1->5, 88, 2
19.667, 0, 3, 0->4, 88, 0
19.667, 0, 6, 0->4, 89, 1
20.000, 3, 4, 0->4, 88, 0
20.000, 3, 7, 2->7, 77, 1
20.000, 3, 2, 6->2, 95, 2
20.000, 6, 5, 1->5, 86, 2
20.000, 0, 7, 2->7, 80, 2
20.000, 2, 1, 4->1, 70, 2
20.000, 5, 1, 4->1, 66, 1
20.000, 6, 2, 6->2, 97, 1
20.000, 1, 5, 1->5, 89, 1
20.000, 0, 4, 0->4, 90, 1
20.000, 1, 2, 1->5, 90, 0
20.000, 1, 0, 1->5, 91, 2
20.000, 0, 1, 0->4, 91, 0
20.000, 2, 3, 2->7, 81, 0
20.000, 2, 6, 2->7, 82, 1
20.000, 4, 5, 4->1, 72, 0
20.000, 4, 0, 4->1, 73, 1
20.000, 4, 3, 4->1, 74, 2
20.000, 6, 7, 6->2, 98, 0
20.333, 6, 7, 2->7, 82, 2
20.333, 7, 1, 4->1, 69, 0
20.333, 0, 2, 6->2, 96, 0
20.333, 0, 5, 1->5, 91, 1
20.333, 0, 1, 4->1, 73, 2
20.333, 3, 5, 1->5, 88, 0
20.333, 2, 7, 2->7, 83, 1
20.333, 4, 1, 4->1, 75, 1
20.333, 1, 3, 1->5, 92, 0
20.333, 1, 6, 1->5, 93, 1
20.333, 2, 4, 2->7, 84, 0
20.667, 4, 7, 2->7, 84, 0
20.667, 3, 1, 4->1, 74, 1
20.667, 3, 5, 1->5, 92, 2
20.667, 7, 2, 6->2, 98, 0
20.667, 7, 5, 1->5, 87, 1
20.667, 1, 4, 0->4, 91, 0
20.667, 6, 1, 4->1, 71, 0
20.667, 6, 4, 0->4, 89, 1
20.667, 2, 5, 1->5, 90, 0
20.667, 0, 3, 0->4, 92, 0
20.667, 0, 6, 0->4, 93, 1
20.667, 0, 2, 0->4, 94, 2
20.667, 4, 2, 4->1, 76, 1
20.667, 4, 6, 4->1, 77, 2
20.667, 1, 7, 1->5, 94, 1
20.667, 1, 3, 1->5, 95, 2
20.667, 2, 0, 2->7, 85, 1
20.667, 2, 4, 2->7, 86, 2
21.000, 3, 4, 0->4, 92, 0
21.000, 3, 7, 2->7, 81, 1
21.000, 5, 1, 4->1, 72, 1
21.000, 2, 1, 4->1, 76, 2
21.000, 6, 5, 1->5, 93, 2
21.000, 0, 7, 2->7, 85, 2
21.000, 1, 5, 1->5, 96, 1
21.000, 0, 4, 0->4, 95, 1
21.000, 0, 1, 0->4, 96, 0
21.000, 4, 5, 4->1, 78, 0
21.000, 4, 0, 4->1, 79, 1
21.000, 4, 3, 4->1, 80, 2
21.000, 1, 2, 1->5, 97, 0
21.000, 1, 0, 1->5, 98, 2
21.000, 2, 3, 2->7, 87, 0
21.000, 2, 6, 2->7, 88, 1
21.333, 2, 4, 0->4, 94, 0
21.333, 6, 7, 2->7, 88, 2
21.333, 0, 5, 1->5, 98, 1
21.333, 0, 1, 4->1, 79, 2
21.333, 3, 5, 1->5, 95, 0
21.333, 2, 7, 2->7, 89, 1
21.333, 4, 1, 4->1, 81, 1
21.333, 0, 2, 0->4, 97, 0
21.667, 6, 1, 4->1, 77, 0
21.667, 6, 4, 0->4, 93, 1
21.667, 7, 5, 1->5, 94, 1
21.667, 1, 4, 0->4, 96, 0
21.667, 3, 1, 4->1, 80, 1
21.667, 2, 5, 1->5, 97, 0
21.667, 2, 4, 0->4, 97, 2
21.667, 4, 7, 2->7, 86, 0
21.667, 0, 3, 0->4, 98, 0
21.667, 2, 0, 2->7, 90, 1
21.667, 4, 2, 4->1, 82, 1
21.667, 4, 6, 4->1, 83, 2
22.000, 3, 4, 0->4, 98, 0
22.000, 3, 7, 2->7, 87, 1
22.000, 0, 7, 2->7, 90, 2
22.000, 2, 1, 4->1, 82, 2
22.000, 5, 1, 4->1, 78, 1
22.000, 2, 3, 2->7, 91, 0
22.000, 2, 6, 2->7, 92, 1
22.000, 4, 5, 4->1, 84, 0
22.000, 4, 0, 4->1, 85, 1
22.000, 4, 3, 4->1, 86, 2
22.333, 0, 1, 4->1, 85, 2
22.333, 6, 7, 2->7, 92, 2
22.333, 4, 1, 4->1, 87, 1
22.333, 2, 7, 2->7, 93, 1
22.333, 2, 4, 2->7, 94, 0
22.667, 4, 7, 2->7, 94, 0
22.667, 3, 1, 4->1, 86, 1
22.667, 6, 1, 4->1, 83, 0
22.667, 4, 2, 4->1, 88, 1
22.667, 4, 6, 4->1, 89, 2
22.667, 2, 5, 2->7, 95, 0
22.667, 2, 0, 2->7, 96, 1
22.667, 2, 4, 2->7, 97, 2
23.000, 3, 7, 2->7, 91, 1
23.000, 0, 7, 2->7, 96, 2
23.000, 5, 1, 4->1, 84, 1
23.000, 2, 1, 4->1, 88, 2
23.000, 2, 3, 2->7, 98, 0
23.000, 4, 5, 4->1, 90, 0
23.000, 4, 0, 4->1, 91, 1
23.000, 4, 3, 4->1, 92, 2
23.333, 0, 1, 4->1, 91, 2
23.333, 5, 7, 2->7, 95, 0
23.333, 4, 1, 4->1, 93, 1
23.667, 3, 1, 4->1, 92, 1
23.667, 6, 1, 4->1, 89, 0
23.667, 4, 7, 2->7, 97, 0
23.667, 4, 2, 4->1, 94, 1
23.667, 4, 6, 4->1, 95, 2
24.000, 3, 7, 2->7, 98, 1
24.000, 5, 1, 4->1, 90, 1
24.000, 2, 1, 4->1, 94, 2
24.000, 4, 5, 4->1, 96, 0
24.000, 4, 0, 4->1, 97, 1
24.000, 4, 3, 4->1, 98, 2
24.333, 0, 1, 4->1, 97, 2
24.667, 3, 1, 4->1, 98, 1
24.667, 6, 1, 4->1, 95, 0
25.000, 5, 1, 4->1, 96, 1
